file,native_method_field,metadata_token_int,type,method_base
Il2Cpp/fldFileResolver.cs,SetfldResourcePathData_Vector4_Private_Static_fldResourcePathData_t_Vector4_Il2CppStructArray_1_Byte_Int32_0,100668498,fldFileResolver,SetfldResourcePathData
Il2Cpp/fldFileResolver.cs,SetfldResourcePathData_Light_Private_Static_fldResourcePathData_t_Light_Il2CppStructArray_1_Byte_Int32_0,100668499,fldFileResolver,SetfldResourcePathData
Il2Cpp/fldFileResolver.cs,SetfldResourcePathVector4_Private_Static_Il2CppStructArray_1_Vector4_Il2CppStructArray_1_Byte_Int32_Int32_0,100668500,fldFileResolver,SetfldResourcePathVector4
Il2Cpp/fldFileResolver.cs,SetfldResourcePathUInt32_Private_Static_Il2CppStructArray_1_UInt32_Il2CppStructArray_1_Byte_Int32_Int32_0,100668501,fldFileResolver,SetfldResourcePathUInt32
Il2Cpp/fldFileResolver.cs,SetfldResourcePathVector3_Private_Static_Il2CppStructArray_1_Vector3_Il2CppStructArray_1_Byte_Int32_Int32_0,100668502,fldFileResolver,SetfldResourcePathVector3
Il2Cpp/fldFileResolver.cs,SetfldResModel_Private_Static_fldResModel_t_Il2CppStructArray_1_Byte_Int32_0,100668503,fldFileResolver,SetfldResModel
Il2Cpp/fldFileResolver.cs,SetsdfModelDef_Public_Static_sdfModelDef_t_Il2CppStructArray_1_Byte_Int32_Boolean_0,100668504,fldFileResolver,SetsdfModelDef
Il2Cpp/fldFileResolver.cs,SetsdfMatDef_Private_Static_sdfMatDef_t_Il2CppStructArray_1_Byte_Int32_0,100668505,fldFileResolver,SetsdfMatDef
Il2Cpp/fldFileResolver.cs,SetsdfMotionPlayBook_Public_Static_sdfMotionPlayBook_t_Il2CppStructArray_1_Byte_Int32_0,100668506,fldFileResolver,SetsdfMotionPlayBook
Il2Cpp/fldFileResolver.cs,SetsdfMotionCutDef_Private_Static_Il2CppReferenceArray_1_sdfMotionCutDef_t_Il2CppStructArray_1_Byte_Int32_Int32_0,100668507,fldFileResolver,SetsdfMotionCutDef
Il2Cpp/fldFileResolver.cs,SetsdfMotionCutChunk_Private_Static_Il2CppReferenceArray_1_sdfMotionCutChunk_t_Il2CppStructArray_1_Byte_Int32_0,100668508,fldFileResolver,SetsdfMotionCutChunk
Il2Cpp/fldFileResolver.cs,SetsdfMotionNodeDef_Private_Static_Il2CppReferenceArray_1_sdfMotionNodeDef_t_Il2CppStructArray_1_Byte_Int32_Int32_0,100668509,fldFileResolver,SetsdfMotionNodeDef
Il2Cpp/fldFileResolver.cs,SetfldResPutEvePoly_Public_Static_fldResPutEvePoly_t_Il2CppStructArray_1_Byte_Int32_0,100668510,fldFileResolver,SetfldResPutEvePoly
Il2Cpp/fldFileResolver.cs,SetfldResPutEveBox_Public_Static_fldResPutEveBox_t_Il2CppStructArray_1_Byte_Int32_0,100668511,fldFileResolver,SetfldResPutEveBox
Il2Cpp/fldFileResolver.cs,SetsdfModelNodeDef_Public_Static_sdfModelNodeDef_t_Il2CppStructArray_1_Byte_byref_Int32_0,100668512,fldFileResolver,SetsdfModelNodeDef
Il2Cpp/fldFileResolver.cs,fldLoadNextFile_SetId_BtlRet_Public_Static_Void_Int32_Int32_0,100668513,fldFileResolver,fldLoadNextFile
Il2Cpp/fldFileResolver.cs,fldLoadNextFile_BtlRet_Public_Static_Int32_0,100668514,fldFileResolver,fldLoadNextFile
Il2Cpp/fldFileResolver.cs,fldLoadNextFile_Public_Static_Int32_Int32_Int32_0,100668515,fldFileResolver,fldLoadNextFile
Il2Cpp/fldFileResolver.cs,fldFreeNextFile_Public_Static_Void_0,100668516,fldFileResolver,fldFreeNextFile
Il2Cpp/fldFileResolver.cs,fldLoadNextTask_Public_Static_Int32_0,100668517,fldFileResolver,fldLoadNextTask
Il2Cpp/fldFileResolver.cs,fldLoadNextGetStatus_Public_Static_Int32_0,100668518,fldFileResolver,fldLoadNextGetStatus
Il2Cpp/fldFileResolver.cs,fldLoadNextFileBF_Private_Static_Object_Object_Int32_Int32_0,100668519,fldFileResolver,fldLoadNextFileBF
Il2Cpp/fldFileResolver.cs,fldLoadNextFileTB_Private_Static_Object_Object_Int32_Int32_0,100668520,fldFileResolver,fldLoadNextFileTB
Il2Cpp/fldFileResolver.cs,fldLoadNextFileF1_Private_Static_Object_Object_Int32_Int32_0,100668521,fldFileResolver,fldLoadNextFileF1
Il2Cpp/fldFileResolver.cs,fldLoadNextFileF2_Private_Static_Object_Il2CppStructArray_1_Byte_Int32_Int32_0,100668522,fldFileResolver,fldLoadNextFileF2
Il2Cpp/fldFileResolver.cs,GetChildren_Private_Static_Il2CppReferenceArray_1_GameObject_GameObject_0,100668523,fldFileResolver,GetChildren
Il2Cpp/fldFileResolver.cs,GetChildList_Private_Static_Void_GameObject_byref_Il2CppReferenceArray_1_GameObject_byref_Il2CppReferenceArray_1_Il2CppReferenceArray_1_GameObject_0,100668524,fldFileResolver,GetChildList
Il2Cpp/fldFileResolver.cs,ChangeMaterial_Private_Static_Void_Il2CppReferenceArray_1_GameObject_Il2CppReferenceArray_1_Il2CppReferenceArray_1_GameObject_Material_Material_Material_0,100668525,fldFileResolver,ChangeMaterial
Il2Cpp/fldFileResolver.cs,DelAutoMapObj_Private_Static_Void_byref_GameObject_byref_Il2CppReferenceArray_1_GameObject_byref_Il2CppReferenceArray_1_Il2CppReferenceArray_1_GameObject_0,100668526,fldFileResolver,DelAutoMapObj
Il2Cpp/fldFileResolver.cs,fldLoadFile_Public_Static_Object_String_String_0,100668527,fldFileResolver,fldLoadFile
Il2Cpp/fldFileResolver.cs,fldSetupButtonGuide_Public_Static_Void_0,100668528,fldFileResolver,fldSetupButtonGuide
Il2Cpp/fldFileResolver.cs,fldFreeFile_Public_Static_Void_0,100668529,fldFileResolver,fldFreeFile
Il2Cpp/fldFileResolver.cs,fldAutoMapDelete_Public_Static_Void_0,100668530,fldFileResolver,fldAutoMapDelete
Il2Cpp/fldFileResolver.cs,fldMakeFilePath_Public_Static_Void_byref_String_Int32_Int32_0,100668531,fldFileResolver,fldMakeFilePath
Il2Cpp/fldFileResolver.cs,fldFileAddrResetMode_Public_Static_Void_Int32_0,100668532,fldFileResolver,fldFileAddrResetMode
Il2Cpp/fldFileResolver.cs,fldCheckNextFile_Public_Static_Boolean_Int32_0,100668533,fldFileResolver,fldCheckNextFile
Il2Cpp/fldFileResolver.cs,typeAsiaCheckEvent_Public_Static_Boolean_String_0,100668534,fldFileResolver,typeAsiaCheckEvent
Il2Cpp/mdlFileDefTable.cs,GetFname_Public_Static_String_Int32_0,100670181,mdlFileDefTable,GetFname
Il2Cpp/mdlFileDefTable.cs,GetPBname_Public_Static_String_Int32_0,100670182,mdlFileDefTable,GetPBname
Il2Cpp/mdlFileDefTable.cs,GetAkey_Public_Static_String_Int32_0,100670183,mdlFileDefTable,GetAkey
Il2Cpp/sdfDevFile.cs,sdfDevLoadFileEx_Public_Static_sdfMemHandle_t_String_Object_byref_Int32_Int32_0,100669952,sdfDevFile,sdfDevLoadFileEx
Il2Cpp/sdfDevFile.cs,sdfDevLoadFile_Public_Static_sdfMemHandle_t_String_byref_Object_Int32_0,100669953,sdfDevFile,sdfDevLoadFile
Il2Cpp/sdfDevFile.cs,sdfDevLoadFileUnity_Public_Static_Object_String_byref_Object_Int32_String_0,100669954,sdfDevFile,sdfDevLoadFileUnity
Il2Cpp/sdfDevFile.cs,sdfDevLoadFileUnity_Public_Static_Object_String_byref_Il2CppStructArray_1_Byte_Int32_String_0,100669955,sdfDevFile,sdfDevLoadFileUnity
Il2Cpp/sdfDevFile.cs,sdfDevLoadTexList_Public_Static_sdfModelTexList_t_String_0,100669956,sdfDevFile,sdfDevLoadTexList
