class,access,method,signature,token,callerCount,xref_start,xref_end,ref_start,ref_end,file,token_key
fldFileResolver,public,SetfldResModel,"public unsafe static fldResModel_t SetfldResModel(Il2CppStructArray<byte> pData, int addr)",100668503.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetfldResModel_Private_Static_fldResModel_t_Il2CppStructArray_1_Byte_Int32_0
fldFileResolver,public,SetsdfModelDef,"public unsafe static sdfModelDef_t SetsdfModelDef(Il2CppStructArray<byte> pData, int addr, bool set = true)",100668504.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetsdfModelDef_Public_Static_sdfModelDef_t_Il2CppStructArray_1_Byte_Int32_Boolean_0
fldFileResolver,public,SetsdfMatDef,"public unsafe static sdfMatDef_t SetsdfMatDef(Il2CppStructArray<byte> pData, int addr)",100668505.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetsdfMatDef_Private_Static_sdfMatDef_t_Il2CppStructArray_1_Byte_Int32_0
fldFileResolver,public,SetsdfMotionPlayBook,"public unsafe static sdfMotionPlayBook_t SetsdfMotionPlayBook(Il2CppStructArray<byte> pData, int addr)",100668506.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetsdfMotionPlayBook_Public_Static_sdfMotionPlayBook_t_Il2CppStructArray_1_Byte_Int32_0
fldFileResolver,public,SetsdfMotionCutDef,"public unsafe static Il2CppReferenceArray<sdfMotionCutDef_t> SetsdfMotionCutDef(Il2CppStructArray<byte> pData, int size, int addr)",100668507.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetsdfMotionCutDef_Private_Static_Il2CppReferenceArray_1_sdfMotionCutDef_t_Il2CppStructArray_1_Byte_Int32_Int32_0
fldFileResolver,public,SetsdfMotionCutChunk,"public unsafe static Il2CppReferenceArray<sdfMotionCutChunk_t> SetsdfMotionCutChunk(Il2CppStructArray<byte> pData, int addr)",100668508.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetsdfMotionCutChunk_Private_Static_Il2CppReferenceArray_1_sdfMotionCutChunk_t_Il2CppStructArray_1_Byte_Int32_0
fldFileResolver,public,SetsdfMotionNodeDef,"public unsafe static Il2CppReferenceArray<sdfMotionNodeDef_t> SetsdfMotionNodeDef(Il2CppStructArray<byte> pData, int len, int addr)",100668509.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetsdfMotionNodeDef_Private_Static_Il2CppReferenceArray_1_sdfMotionNodeDef_t_Il2CppStructArray_1_Byte_Int32_Int32_0
fldFileResolver,public,SetfldResPutEvePoly,"public unsafe static fldResPutEvePoly_t SetfldResPutEvePoly(Il2CppStructArray<byte> pData, int addr)",100668510.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetfldResPutEvePoly_Public_Static_fldResPutEvePoly_t_Il2CppStructArray_1_Byte_Int32_0
fldFileResolver,public,SetfldResPutEveBox,"public unsafe static fldResPutEveBox_t SetfldResPutEveBox(Il2CppStructArray<byte> pData, int addr)",100668511.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetfldResPutEveBox_Public_Static_fldResPutEveBox_t_Il2CppStructArray_1_Byte_Int32_0
fldFileResolver,public,SetsdfModelNodeDef,"public unsafe static sdfModelNodeDef_t SetsdfModelNodeDef(Il2CppStructArray<byte> pData, ref int addr)",100668512.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,SetsdfModelNodeDef_Public_Static_sdfModelNodeDef_t_Il2CppStructArray_1_Byte_byref_Int32_0
fldFileResolver,public,fldLoadNextFile_SetId_BtlRet,"public unsafe static void fldLoadNextFile_SetId_BtlRet(int field, int area)",100668513.0,2.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextFile_SetId_BtlRet_Public_Static_Void_Int32_Int32_0
fldFileResolver,public,fldLoadNextFile_BtlRet,public unsafe static int fldLoadNextFile_BtlRet(),100668514.0,20.0,5436866.0,5436871.0,5436871.0,5436873.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextFile_BtlRet_Public_Static_Int32_0
fldFileResolver,public,fldLoadNextFile,"public unsafe static int fldLoadNextFile(int field, int area)",100668513.0,1.0,5301622.0,5301642.0,5301622.0,5301642.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextFile_SetId_BtlRet_Public_Static_Void_Int32_Int32_0
fldFileResolver,public,fldFreeNextFile,public unsafe static void fldFreeNextFile(),100668516.0,6.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldFreeNextFile_Public_Static_Void_0
fldFileResolver,public,fldLoadNextTask,public unsafe static int fldLoadNextTask(),100668517.0,2.0,5436882.0,5436886.0,5436886.0,5436892.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextTask_Public_Static_Int32_0
fldFileResolver,public,fldLoadNextGetStatus,public unsafe static int fldLoadNextGetStatus(),100668518.0,3.0,5436892.0,5436905.0,5436905.0,5436907.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextGetStatus_Public_Static_Int32_0
fldFileResolver,public,fldLoadNextFileBF,"public unsafe static Il2CppSystem.Object fldLoadNextFileBF(Il2CppSystem.Object pData, int field, int area)",100668519.0,0.0,5436907.0,5436911.0,5436911.0,5436914.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextFileBF_Private_Static_Object_Object_Int32_Int32_0
fldFileResolver,public,fldLoadNextFileTB,"public unsafe static Il2CppSystem.Object fldLoadNextFileTB(Il2CppSystem.Object pData, int field, int area)",100668520.0,20.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextFileTB_Private_Static_Object_Object_Int32_Int32_0
fldFileResolver,public,fldLoadNextFileF1,"public unsafe static Il2CppSystem.Object fldLoadNextFileF1(Il2CppSystem.Object pData, int field, int area)",100668521.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextFileF1_Private_Static_Object_Object_Int32_Int32_0
fldFileResolver,public,fldLoadNextFileF2,"public unsafe static Il2CppSystem.Object fldLoadNextFileF2(Il2CppStructArray<byte> pData, int field, int area)",100668522.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadNextFileF2_Private_Static_Object_Il2CppStructArray_1_Byte_Int32_Int32_0
fldFileResolver,public,GetChildren,public unsafe static Il2CppReferenceArray<GameObject> GetChildren(GameObject parentObj),100668523.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,GetChildren_Private_Static_Il2CppReferenceArray_1_GameObject_GameObject_0
fldFileResolver,public,GetChildList,"public unsafe static void GetChildList(GameObject AutoMapObj, ref Il2CppReferenceArray<GameObject> List1, ref Il2CppReferenceArray<Il2CppReferenceArray<GameObject>> List2)",100668524.0,2.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,GetChildList_Private_Static_Void_GameObject_byref_Il2CppReferenceArray_1_GameObject_byref_Il2CppReferenceArray_1_Il2CppReferenceArray_1_GameObject_0
fldFileResolver,public,ChangeMaterial,"public unsafe static void ChangeMaterial(Il2CppReferenceArray<GameObject> List1, Il2CppReferenceArray<Il2CppReferenceArray<GameObject>> List2, Material mat_black, Material mat_white, Material mat_line)",100668525.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,ChangeMaterial_Private_Static_Void_Il2CppReferenceArray_1_GameObject_Il2CppReferenceArray_1_Il2CppReferenceArray_1_GameObject_Material_Material_Material_0
fldFileResolver,public,DelAutoMapObj,"public unsafe static void DelAutoMapObj(ref GameObject AutoMapObj, ref Il2CppReferenceArray<GameObject> List1, ref Il2CppReferenceArray<Il2CppReferenceArray<GameObject>> List2)",100668526.0,4.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,DelAutoMapObj_Private_Static_Void_byref_GameObject_byref_Il2CppReferenceArray_1_GameObject_byref_Il2CppReferenceArray_1_Il2CppReferenceArray_1_GameObject_0
fldFileResolver,public,fldLoadFile,"public unsafe static Il2CppSystem.Object fldLoadFile(string pFileName, string akey = """")",100668527.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldLoadFile_Public_Static_Object_String_String_0
fldFileResolver,public,fldSetupButtonGuide,public unsafe static void fldSetupButtonGuide(),100668528.0,3.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldSetupButtonGuide_Public_Static_Void_0
fldFileResolver,public,fldFreeFile,public unsafe static void fldFreeFile(),100668529.0,1.0,5437558.0,5437560.0,5437560.0,5437563.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldFreeFile_Public_Static_Void_0
fldFileResolver,public,fldAutoMapDelete,public unsafe static void fldAutoMapDelete(),100668530.0,0.0,5437563.0,5437702.0,5437702.0,5437703.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldAutoMapDelete_Public_Static_Void_0
fldFileResolver,public,fldMakeFilePath,"public unsafe static void fldMakeFilePath(ref string pathstr, int field, int area)",100668531.0,10.0,5437703.0,5437716.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldMakeFilePath_Public_Static_Void_byref_String_Int32_Int32_0
fldFileResolver,public,fldFileAddrResetMode,public unsafe static void fldFileAddrResetMode(int mode),100668532.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldFileAddrResetMode_Public_Static_Void_Int32_0
fldFileResolver,public,fldCheckNextFile,public unsafe static bool fldCheckNextFile(int field),100668533.0,0.0,5437727.0,5437731.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,fldCheckNextFile_Public_Static_Boolean_Int32_0
fldFileResolver,public,typeAsiaCheckEvent,public unsafe static bool typeAsiaCheckEvent(string resourceName),100668534.0,1.0,5437731.0,5437770.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/fldFileResolver.cs,typeAsiaCheckEvent_Public_Static_Boolean_String_0
AssetBundleCtrl,public,Load,"public unsafe void Load(string key, string aname)",100674303.0,47.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,Load_Public_Void_String_String_0
AssetBundleCtrl,public,CheckAsiaDLC,"public unsafe bool CheckAsiaDLC(string key, int dlc_id)",100674304.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,CheckAsiaDLC_Private_Boolean_String_Int32_0
AssetBundleCtrl,public,CheckRaidouDLC,"public unsafe bool CheckRaidouDLC(string key, int dlc_id)",100674305.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,CheckRaidouDLC_Private_Boolean_String_Int32_0
AssetBundleCtrl,public,LoadDirect,"public unsafe void LoadDirect(string key, string aname, int dlc_id)",100674306.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadDirect_Public_Void_String_String_Int32_0
AssetBundleCtrl,public,LoadCoroutine,"public unsafe IEnumerator LoadCoroutine(string key, int dlc_id)",100674307.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadCoroutine_Private_IEnumerator_String_Int32_0
AssetBundleCtrl,public,IsLoad,public unsafe bool IsLoad(string key),100674308.0,105.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,IsLoad_Public_Boolean_String_0
AssetBundleCtrl,public,GetAB,public unsafe AssetBundle GetAB(string key),100674309.0,8.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,GetAB_Public_AssetBundle_String_0
AssetBundleCtrl,public,GetABName,public unsafe string GetABName(string key),100674310.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,GetABName_Public_String_String_0
AssetBundleCtrl,public,UnloadAB,public unsafe void UnloadAB(string key),100674311.0,49.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,UnloadAB_Public_Void_String_0
AssetBundleCtrl,public,UnloadABAll,public unsafe void UnloadABAll(),100674312.0,0.0,5585807.0,5585818.0,5585818.0,5585867.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,UnloadABAll_Public_Void_0
AssetBundleCtrl,public,LoadPrefab,"public unsafe GameObject LoadPrefab(string key, string path, string name, string par, string name2 = null)",100674313.0,0.0,5585867.0,5585873.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadPrefab_Public_GameObject_String_String_String_String_String_0
AssetBundleCtrl,public,LoadPrefab,"public unsafe GameObject LoadPrefab(string key, string path, string name, GameObject parent, string name2 = null)",100674313.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadPrefab_Public_GameObject_String_String_String_String_String_0
AssetBundleCtrl,public,LoadPrefab,"public unsafe GameObject LoadPrefab(string key, string path, string name)",100674313.0,76.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadPrefab_Public_GameObject_String_String_String_String_String_0
AssetBundleCtrl,public,LoadPrefabAsync,"public unsafe AssetBundleRequest LoadPrefabAsync(string key, string path, string name)",100674316.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadPrefabAsync_Public_AssetBundleRequest_String_String_String_0
AssetBundleCtrl,public,LoadSprite,"public unsafe Il2CppReferenceArray<Sprite> LoadSprite(string key, string path, string name)",100674317.0,4.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadSprite_Public_Il2CppReferenceArray_1_Sprite_String_String_String_0
AssetBundleCtrl,public,LoadSprite,"public unsafe Il2CppReferenceArray<Sprite> LoadSprite(string key, string fullPath)",100674317.0,2.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadSprite_Public_Il2CppReferenceArray_1_Sprite_String_String_String_0
AssetBundleCtrl,public,LoadAudioClip,"public unsafe AudioClip LoadAudioClip(string key, string path, string name)",100674319.0,4.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadAudioClip_Public_AudioClip_String_String_String_0
AssetBundleCtrl,public,LoadVideoClip,"public unsafe VideoClip LoadVideoClip(string key, string path, string name)",100674320.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadVideoClip_Public_VideoClip_String_String_String_0
AssetBundleCtrl,public,CheckChangeVoice,"public unsafe void CheckChangeVoice(ref string path, ref string name)",100674321.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,CheckChangeVoice_Private_Void_byref_String_byref_String_0
AssetBundleCtrl,public,LoadAsset,"public unsafe UnityEngine.Object LoadAsset(string key, string path, string name)",100674322.0,14.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadAsset_Public_Object_String_String_String_0
AssetBundleCtrl,public,LoadFile,"public unsafe UnityEngine.Object LoadFile(string key, string path, string name, string extension)",100674323.0,18.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadFile_Public_Object_String_String_String_String_0
AssetBundleCtrl,public,LoadFileAsync,"public unsafe AssetBundleRequest LoadFileAsync(string key, string path, string name, string extension)",100674324.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadFileAsync_Public_AssetBundleRequest_String_String_String_String_0
AssetBundleCtrl,public,LoadFile,"public unsafe UnityEngine.Object LoadFile(string key, string path_name)",100674323.0,5.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadFile_Public_Object_String_String_String_String_0
AssetBundleCtrl,public,LoadFileAsync,"public unsafe AssetBundleRequest LoadFileAsync(string key, string path_name)",100674324.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadFileAsync_Public_AssetBundleRequest_String_String_String_String_0
AssetBundleCtrl,public,LoadFileObject,"public unsafe Il2CppSystem.Object LoadFileObject(string key, string path_name)",100674327.0,37.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadFileObject_Public_Object_String_String_0
AssetBundleCtrl,public,LoadFileByte,"public unsafe Il2CppStructArray<byte> LoadFileByte(string key, string path_name)",100674328.0,144.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,LoadFileByte_Public_Il2CppStructArray_1_Byte_String_String_0
AssetBundleCtrl,public,IsFileExists,"public unsafe bool IsFileExists(string key, string path_name)",100674329.0,5.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,IsFileExists_Public_Boolean_String_String_0
AssetBundleCtrl,public,GetKeys,public unsafe Il2CppStringArray GetKeys(),100674330.0,4.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,GetKeys_Public_Il2CppStringArray_0
AssetBundleCtrl,public,System_IDisposable_Dispose,public unsafe void System_IDisposable_Dispose(),100674336.0,4323.0,5473046.0,5473049.0,5473046.0,5473049.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,System_IDisposable_Dispose_Private_Virtual_Final_New_Void_0
AssetBundleCtrl,public,MoveNext,public unsafe bool MoveNext(),100674337.0,0.0,2667157.0,2671480.0,2667157.0,2671480.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/AssetBundleCtrl.cs,MoveNext_Private_Virtual_Final_New_Boolean_0
DlcFileCtr,public,GetIndex,public unsafe int GetIndex(int id),100674347.0,3.0,5586378.0,5586409.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/DlcFileCtr.cs,GetIndex_Private_Int32_Int32_0
DlcFileCtr,public,Check,public unsafe bool Check(int id),100674348.0,3.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/DlcFileCtr.cs,Check_Public_Boolean_Int32_0
DlcFileCtr,public,Mount,public unsafe bool Mount(int id),100674349.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/DlcFileCtr.cs,Mount_Public_Boolean_Int32_0
DlcFileCtr,public,Load,"public unsafe void Load(string key, int id, string aname)",100674350.0,7.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/DlcFileCtr.cs,Load_Public_Void_String_Int32_String_0
DlcFileCtr,public,LoadCoroutine,"public unsafe IEnumerator LoadCoroutine(string aname, int dlc_id, Il2CppReferenceArray<AssetBundleCreateRequest> req)",100674351.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/DlcFileCtr.cs,LoadCoroutine_Public_IEnumerator_String_Int32_Il2CppReferenceArray_1_AssetBundleCreateRequest_0
DlcFileCtr,public,System_IDisposable_Dispose,public unsafe void System_IDisposable_Dispose(),100674354.0,4323.0,5473046.0,5473049.0,5473046.0,5473049.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/DlcFileCtr.cs,System_IDisposable_Dispose_Private_Virtual_Final_New_Void_0
DlcFileCtr,public,MoveNext,public unsafe bool MoveNext(),100674355.0,0.0,2667157.0,2671480.0,2667157.0,2671480.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/DlcFileCtr.cs,MoveNext_Private_Virtual_Final_New_Boolean_0
SteamDlcFileUtil,public,InitAddOnContent,public unsafe static IEnumerable<int> InitAddOnContent(),100673966.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SteamDlcFileUtil.cs,InitAddOnContent_Public_Static_IEnumerable_1_Int32_0
SteamDlcFileUtil,public,GetMountPath,public unsafe static string GetMountPath(int dlc_id),100673967.0,2.0,5578646.0,5578712.0,5578712.0,5578713.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SteamDlcFileUtil.cs,GetMountPath_Public_Static_String_Int32_0
SteamDlcFileUtil,public,CallStore,public unsafe static void CallStore(),100673968.0,0.0,5578713.0,5578745.0,5578745.0,5578747.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SteamDlcFileUtil.cs,CallStore_Public_Static_Void_0
SteamDlcFileUtil,public,System_IDisposable_Dispose,public unsafe void System_IDisposable_Dispose(),100673973.0,4323.0,5578522.0,5578524.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SteamDlcFileUtil.cs,System_IDisposable_Dispose_Private_Virtual_Final_New_Void_0
SteamDlcFileUtil,public,MoveNext,public unsafe bool MoveNext(),100673974.0,0.0,2667157.0,2671480.0,2667157.0,2671480.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SteamDlcFileUtil.cs,MoveNext_Private_Virtual_Final_New_Boolean_0
SteamDlcFileUtil,public,System_Collections_Generic_IEnumerable_System_Int32__GetEnumerator,public unsafe IEnumerator<int> System_Collections_Generic_IEnumerable_System_Int32__GetEnumerator(),100673977.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SteamDlcFileUtil.cs,System_Collections_Generic_IEnumerable_System_Int32__GetEnumerator_Private_Virtual_Final_New_IEnumerator_1_Int32_0
SteamDlcFileUtil,public,System_Collections_IEnumerable_GetEnumerator,public unsafe IEnumerator System_Collections_IEnumerable_GetEnumerator(),100673978.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SteamDlcFileUtil.cs,System_Collections_IEnumerable_GetEnumerator_Private_Virtual_Final_New_IEnumerator_0
SndAssetBundleManager,public,Initialize,public unsafe static void Initialize(),100674705.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,Initialize_Public_Static_Void_0
SndAssetBundleManager,public,_appendList,"public unsafe static void _appendList(string filename, ref Dictionary<string, Dictionary<string, SndAssetBundleManager.SndData>> dic, SndAssetBundleManager.SNDDIR pathid)",100674706.0,4.0,5606413.0,5606494.0,5606494.0,5606495.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_appendList_Internal_Static_Void_String_byref_Dictionary_2_String_Dictionary_2_String_SndData_SNDDIR_0
SndAssetBundleManager,public,_load_motionvoice,public unsafe static void _load_motionvoice(),100674707.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_load_motionvoice_Internal_Static_Void_0
SndAssetBundleManager,public,_load_npcvoice,public unsafe static void _load_npcvoice(),100674708.0,1.0,5606545.0,5606596.0,5606596.0,5606597.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_load_npcvoice_Internal_Static_Void_0
SndAssetBundleManager,public,_load_replacevoice,public unsafe static void _load_replacevoice(),100674709.0,1.0,5606597.0,5606646.0,5606646.0,5606647.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_load_replacevoice_Internal_Static_Void_0
SndAssetBundleManager,public,LoadKeys,"public unsafe static void LoadKeys(SndAssetBundleManager.SNDDIR type, string key, string path = null)",100674710.0,29.0,5606647.0,5606721.0,5606721.0,5606722.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,LoadKeys_Public_Static_Void_SNDDIR_String_String_0
SndAssetBundleManager,public,_loadbgm,"public unsafe static void _loadbgm(SndAssetBundleManager.SNDDIR type, string key)",100674711.0,4.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_loadbgm_Internal_Static_Void_SNDDIR_String_0
