native_ptr_name,token,group
nbCommand_BTL_PNL_ON_Public_Static_Int32_0,100671036,nbAiScript
nbCommand_BTL_EVENT_Public_Static_Int32_0,100671037,nbAiScript
nbCommand_BTL_TAIKYO_Public_Static_Int32_0,100671038,nbAiScript
nbCommand_BTL_ALLTAIKYO_Public_Static_Int32_0,100671039,nbAiScript
nbCommand_BTL_PRESS_Public_Static_Int32_0,100671040,nbAiScript
nbCommand_BTL_NAKAMA_Public_Static_Int32_0,100671041,nbAiScript
nbCommand_BTL_FORM_ALL_ON_Public_Static_Int32_0,100671042,nbAiScript
nbCommand_BTL_FORM_PLY_ON_Public_Static_Int32_0,100671043,nbAiScript
nbCommand_BTL_FORM_ENE_ON_Public_Static_Int32_0,100671044,nbAiScript
nbCommand_BTL_AI_ROT_CLR_Public_Static_Int32_0,100671045,nbAiScript
nbCommand_BTL_AI_ROT_NEXT_Public_Static_Int32_0,100671046,nbAiScript
nbCommand_BTL_AI_ROT_GET_Public_Static_Int32_0,100671047,nbAiScript
nbCommand_BTL_AI_CHANGE_OFF_Public_Static_Int32_0,100671048,nbAiScript
nbCommand_BTL_AI_CHANGE_ON_Public_Static_Int32_0,100671049,nbAiScript
nbInitAiScript_Public_Static_Void_byref_nbActionProcessData_t_Int32_0,100671050,nbAiScript
GetFailpoint_Private_Static_Int16_Int32_0,100671079,nbCalc
nbGetHitType_Public_Static_Int32_nbActionProcessData_t_Int32_Int32_Int32_0,100671080,nbCalc
nbGet3Zokusei_Public_Static_Int32_Int32_0,100671081,nbCalc
nbCheckKoukaJyoken_Public_Static_Int32_Int32_Int32_Int32_0,100671082,nbCalc
nbGetKoukaType_Public_Static_Int32_Int32_Int32_Int32_0,100671083,nbCalc
nbAddHpMp_Public_Static_Void_Int32_Int32_Int32_0,100671084,nbCalc
nbGetAisyoRitu_Public_Static_Single_Int32_Int32_Int32_0,100671085,nbCalc
nbGetKoukaHp_Public_Static_Int32_Int32_Int32_Int32_Int32_Single_Int32_0,100671086,nbCalc
nbGetKoukaMp_Public_Static_Int32_Int32_Int32_Int32_Int32_Single_Int32_0,100671087,nbCalc
nbGetHpDrainRitu_Public_Static_Single_Int32_Int32_Int32_0,100671088,nbCalc
nbGetMpDrainRitu_Public_Static_Single_Int32_Int32_Int32_0,100671089,nbCalc
nbGetGensyoRitu_Public_Static_Single_Int32_Int32_Int32_0,100671090,nbCalc
nbGetKoukaBadDamage_Public_Static_UInt32_Int32_Int32_Int32_Single_Int32_0,100671091,nbCalc
nbGetKoukaBadKaifuku_Public_Static_UInt32_Int32_Int32_Int32_Single_Int32_0,100671092,nbCalc
nbCheckHitEffect_Public_Static_UInt32_Int32_Int32_Int32_0,100671093,nbCalc
nbGetDeadType_Public_Static_Int32_Int32_Int32_Int32_0,100671094,nbCalc
nbCheckStoneDead_Public_Static_Int32_Int32_Int32_0,100671095,nbCalc
nbSetBadStat_Public_Static_Void_Int32_Int32_Int32_0,100671096,nbCalc
nbCheckBadKaifuku_Public_Static_Int32_datUnitWork_t_Int32_0,100671097,nbCalc
nbGetBadStat_Public_Static_UInt32_Int32_0,100671098,nbCalc
nbCheckBadCurse_Public_Static_Int32_Int32_0,100671099,nbCalc
nbGetAisyoTable_Public_Static_Int32_Int32_0,100671100,nbCalc
nbGetAisyo_Public_Static_UInt32_Int32_Int32_Int32_0,100671101,nbCalc
nbGetNormalSkillAttr_Public_Static_Int32_Int32_0,100671102,nbCalc
nbSetHojoCounter_Public_Static_Void_Int32_Int32_Int32_0,100671103,nbCalc
nbGetHojoCounter_Public_Static_Int32_Int32_Int32_0,100671104,nbCalc
nbGetHojoCounterMax_Public_Static_Int32_Int32_0,100671105,nbCalc
nbGetHojoCounterMin_Public_Static_Int32_Int32_0,100671106,nbCalc
nbSetHojoAddCounter_Public_Static_Int32_Int32_Int32_Int32_Int32_0,100671107,nbCalc
nbSetHojoKouka_Public_Static_Int32_Int32_UInt32_Int32_Int32_0,100671108,nbCalc
nbGetHojoRitu_Public_Static_Single_Int32_Int32_0,100671109,nbCalc
nbGetButuriAttack_Public_Static_Int32_Int32_Int32_Int32_Int32_0,100671110,nbCalc
nbGetButuriKaifuku_Public_Static_Int32_Int32_Int32_Int32_Int32_0,100671111,nbCalc
nbGetMagicAttack_Public_Static_Int32_Int32_Int32_Int32_Int32_0,100671112,nbCalc
nbGetMagicKaifuku_Public_Static_Int32_Int32_Int32_Int32_Int32_0,100671113,nbCalc
nbGetMaxHpWazaPoint_Public_Static_Int32_Int32_Int32_Int32_Int32_0,100671114,nbCalc
nbGetVirtualAisyo_Public_Static_Int32_Int32_Int32_Int32_0,100671115,nbCalc
nbGetVirtualKoukaPoint_Public_Static_Int32_Int32_Int32_Int32_0,100671116,nbCalc
nbCheckSkillCost_Public_Static_Int32_Int32_Int32_0,100671117,nbCalc
nbCheckSkillUse_Public_Static_Int32_Int32_Int32_0,100671118,nbCalc
nbGetEncountTableItem_Public_Static_Void_nbMainProcessData_t_0,100671119,nbCalc
nbGetExpMakaItem_Public_Static_Void_datUnitWork_t_0,100671120,nbCalc
nbGetLvAvg_Public_Static_Int32_nbMainProcessData_t_Int32_0,100671121,nbCalc
nbGetLvAvg2_Public_Static_Int32_nbMainProcessData_t_Int32_0,100671122,nbCalc
nbGetParamAvg_Public_Static_Int32_nbMainProcessData_t_Int32_Int32_0,100671123,nbCalc
nbGetParamAvg2_Public_Static_Int32_nbMainProcessData_t_Int32_Int32_0,100671124,nbCalc
nbCheckSensei_Public_Static_Int32_nbMainProcessData_t_0,100671125,nbCalc
nbCheckBackAttack_Public_Static_Int32_nbMainProcessData_t_0,100671126,nbCalc
nbCheckEscape_Public_Static_Int32_nbMainProcessData_t_0,100671127,nbCalc
nbGetEscapeSwitch_Public_Static_Int32_nbMainProcessData_t_0,100671128,nbCalc
nbCheckRenzokuEncount_Public_Static_Int32_nbMainProcessData_t_0,100671129,nbCalc
nbCheckKuisibariSkill_Public_Static_Int32_Int32_0,100671130,nbCalc
nbCheckKuisibari2Skill_Public_Static_Int32_Int32_0,100671131,nbCalc
nbSetKuisibariStop_Public_Static_Void_Int32_0,100671132,nbCalc
nbHatudoCheckSkill_Public_Static_Int32_datUnitWork_t_Int32_0,100671133,nbCalc
nbCheckSingleTargetSkill_Public_Static_Int32_Int32_0,100671134,nbCalc
nbCheckFormationPlayerSide_Public_Static_Int32_Int32_0,100671135,nbCalc
nbCheckFormationFriend_Public_Static_Int32_Int32_Int32_0,100671136,nbCalc
nbGetMakaBaramaki_Public_Static_Int32_datUnitWork_t_0,100671137,nbCalc
nbCheckBadPanicAction_Public_Static_Int32_datUnitWork_t_0,100671138,nbCalc
nbCheckBadStatusGameOver_Public_Static_Int32_nbMainProcessData_t_0,100671139,nbCalc
nbSetHpScale_Public_Static_Void_nbFormation_t_0,100671140,nbCalc
nbGetDevilFormatFlag_Public_Static_UInt32_Int32_0,100671141,nbCalc
nbGetCriticalPow_Public_Static_Single_Int32_Single_0,100671142,nbCalc
nbGetKakutokuExp_Public_Static_Int32_nbMainProcessData_t_0,100671143,nbCalc
nbGetKakutokuMaka_Public_Static_Int32_nbMainProcessData_t_0,100671144,nbCalc
evtSetWaitHokanFrame_Private_Static_Void_evtUnitHandle_t_Int32_Int32_0,100671501,nbKoukaProcess
nbCheckModelLoad_Private_Static_Int32_nbMainProcessData_t_Int32_Int32_0,100671502,nbKoukaProcess
nbLoadSound_Private_Static_Int32_Int32_0,100671503,nbKoukaProcess
nbDecodePackData_Private_Static_Void_Object_Int32_Int32_0,100671504,nbKoukaProcess
mdlSetPosition_Private_Static_Void_dds3ModelHandle_t_0,100671505,nbKoukaProcess
RunReturnKouka_Public_Static_Void_byref_nbKoukaProcessData_t_nbKoukaPacket_t_0,100671506,nbKoukaProcess
nbGetKoukaProcessData_Public_Static_nbKoukaProcessData_t_0,100671507,nbKoukaProcess
nbGetUniqueIdKoukaPacketCnt_Public_Static_Int32_Int32_0,100671508,nbKoukaProcess
nbGetKoukaPacketTypeCnt_Public_Static_Int32_Int32_0,100671509,nbKoukaProcess
LinkKoukaPacket_Public_Static_Void_byref_nbKoukaProcessData_t_nbKoukaPacket_t_0,100671510,nbKoukaProcess
UnlinkKoukaPacket_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671511,nbKoukaProcess
nbAddKoukaPacket_Public_Static_nbKoukaPacket_t_byref_nbKoukaProcessData_t_Int32_Int32_Int32_0,100671512,nbKoukaProcess
DelKoukaPacket_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671513,nbKoukaProcess
nbDelKoukaPacket_Public_Static_Void_byref_nbKoukaPacket_t_0,100671514,nbKoukaProcess
nbDelAllKoukaPacketType_Public_Static_Void_Int32_0,100671515,nbKoukaProcess
nbDelAllMojiNumEffectKoukaPacket_Public_Static_Void_byref_nbFormation_t_Int32_0,100671516,nbKoukaProcess
nbDelUnEventKoukaPacket_Public_Static_Void_0,100671517,nbKoukaProcess
nbOnOffKoukaPacketFlag_Public_Static_Void_Int32_UInt32_Int32_0,100671518,nbKoukaProcess
nbCheckSePacket_Public_Static_Int32_Int32_Int32_Int32_0,100671519,nbKoukaProcess
RunBossEffectKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671520,nbKoukaProcess
RunHatudoEffectEndKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671521,nbKoukaProcess
RunSkillEffectKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671522,nbKoukaProcess
RunMoveKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671523,nbKoukaProcess
RunRotKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671524,nbKoukaProcess
RunUnitColKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671525,nbKoukaProcess
RunMotionStopKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671526,nbKoukaProcess
RunMotionKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671527,nbKoukaProcess
RunDamageMotionKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671528,nbKoukaProcess
RunSummonKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671529,nbKoukaProcess
RunSakeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671530,nbKoukaProcess
RunBadEffKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671531,nbKoukaProcess
RunBadEffKaifukuKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671532,nbKoukaProcess
RunHitEffectKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671533,nbKoukaProcess
NumEffectClip_Public_Static_Void_byref_nbKoukaPacket_t_0,100671534,nbKoukaProcess
RunNumEffectKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671535,nbKoukaProcess
RunMojiEffectKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671536,nbKoukaProcess
RunHpMpKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671537,nbKoukaProcess
RunPressKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671538,nbKoukaProcess
RunBadStatKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671539,nbKoukaProcess
RunBadMotKaifukuKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671540,nbKoukaProcess
RunSeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671541,nbKoukaProcess
RunPcmKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671542,nbKoukaProcess
RunHitStopKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671543,nbKoukaProcess
RunAnalyzeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671544,nbKoukaProcess
RunHelpKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671545,nbKoukaProcess
RunFormOnOffKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671546,nbKoukaProcess
RunFormFlagOnOffKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671547,nbKoukaProcess
RunFlyKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671548,nbKoukaProcess
RunDeadEventKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671549,nbKoukaProcess
RunFadeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671550,nbKoukaProcess
RunSkillNameKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671551,nbKoukaProcess
RunHojoKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671552,nbKoukaProcess
RunFlareChargeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671553,nbKoukaProcess
RunPadShockKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671554,nbKoukaProcess
RunSkillColorKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671555,nbKoukaProcess
RunStockPanelFadeOutKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671556,nbKoukaProcess
RunStockPanelEndKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671557,nbKoukaProcess
nbKoukaProcess1_Private_Static_Object_dds3ProcessID_t_0,100671558,nbKoukaProcess
nbKoukaShutdown_Private_Static_Object_dds3ProcessID_t_0,100671559,nbKoukaProcess
InitKoukaProcessData_Public_Static_nbKoukaProcessData_t_byref_nbMainProcessData_t_0,100671560,nbKoukaProcess
nbInitKoukaProcess_Public_Static_Void_nbMainProcessData_t_0,100671561,nbKoukaProcess
fileSyncAll_Private_Static_Void_0,100671570,nbMainProcess
SetDummy_Private_Static_Void_nbMainProcessData_t_0,100671571,nbMainProcess
nbSetPhase_Private_Static_Void_Int32_0,100671572,nbMainProcess
nbSetNextPhase_Private_Static_Void_Int32_0,100671573,nbMainProcess
nbGetMainProcessData_Public_Static_nbMainProcessData_t_0,100671574,nbMainProcess
nbGetUnitWorkPointer_Public_Static_datUnitWork_t_nbMainProcessData_t_nbParty_t_0,100671575,nbMainProcess
nbGetPartyFromFormindex_Public_Static_nbParty_t_Int32_0,100671576,nbMainProcess
nbGetUnitWorkFromFormindex_Public_Static_datUnitWork_t_Int32_0,100671577,nbMainProcess
nbGetSelectBit_Public_Static_UInt32_nbMainProcessData_t_0,100671578,nbMainProcess
nbSetFormationSideFlag_Public_Static_Void_nbFormation_t_Int32_0,100671579,nbMainProcess
CheckActionProcessEnd_Private_Static_Int32_nbMainProcessData_t_0,100671580,nbMainProcess
CheckSenseiOrBackAttack_Private_Static_Void_nbMainProcessData_t_0,100671581,nbMainProcess
CheckActionRun_Private_Static_Int32_nbMainProcessData_t_0,100671582,nbMainProcess
SetBattleFlag_Private_Static_Void_nbMainProcessData_t_0,100671583,nbMainProcess
nbPushAction_Public_Static_Void_Int32_Int32_Int32_Int32_0,100671584,nbMainProcess
CheckErrorActionStack_Private_Static_Int32_nbMainProcessData_t_Int32_0,100671585,nbMainProcess
nbPopAction_Private_Static_Int32_byref_nbActionStack_t_0,100671586,nbMainProcess
nbCheckActionStack_Private_Static_Int32_0,100671587,nbMainProcess
nbClearActionStack_Private_Static_Void_0,100671588,nbMainProcess
nbSetMaePhase_Private_Static_Void_nbMainProcessData_t_0,100671589,nbMainProcess
nbSetEventPhase_Private_Static_Void_nbMainProcessData_t_0,100671590,nbMainProcess
nbSetAtoPhase_Private_Static_Void_nbMainProcessData_t_0,100671591,nbMainProcess
nbSetPressMaePhase_Private_Static_Void_nbMainProcessData_t_0,100671592,nbMainProcess
nbSetPressNiidaPhase_Private_Static_Void_nbMainProcessData_t_0,100671593,nbMainProcess
nbSetActionMaePhase_Private_Static_Void_nbMainProcessData_t_0,100671594,nbMainProcess
nbSetActionPhase_Private_Static_Void_nbMainProcessData_t_0,100671595,nbMainProcess
nbSetChkEndPhase_Private_Static_Void_nbMainProcessData_t_0,100671596,nbMainProcess
nbSetChkTurnPhase_Private_Static_Void_nbMainProcessData_t_0,100671597,nbMainProcess
nbSetResultPhase_Private_Static_Void_nbMainProcessData_t_0,100671598,nbMainProcess
nbSetEndPhase_Private_Static_Void_nbMainProcessData_t_0,100671599,nbMainProcess
nbSetDebugPhase_Private_Static_Void_nbMainProcessData_t_0,100671600,nbMainProcess
nbMainProcess1_Private_Static_Object_dds3ProcessID_t_0,100671601,nbMainProcess
SetJyocyuData_Private_Static_Void_nbMainProcessData_t_0,100671602,nbMainProcess
FreeJyocyuData_Private_Static_Void_nbMainProcessData_t_0,100671603,nbMainProcess
ClearLocalBit_Private_Static_Void_0,100671604,nbMainProcess
nbMainShutdown_Private_Static_Object_dds3ProcessID_t_0,100671605,nbMainProcess
SetDebugFlag_Private_Static_Void_nbMainProcessData_t_0,100671606,nbMainProcess
nbInitMainProcessData_Private_Static_Object_0,100671607,nbMainProcess
SetFlag_Private_Static_Void_nbMainProcessData_t_0,100671608,nbMainProcess
nbInitMainProcess_Public_Static_Void_Int32_Int32_Int32_Int32_Int32_Int32_0,100671609,nbMainProcess
nbKillMainProcess_Public_Static_Void_0,100671610,nbMainProcess
OnNbOtherCollider_Private_Static_Void_Int32_SteamColliders_SteamCollider_Int32_0,100671611,nbMainProcess
OnNbSelectCollider_Private_Static_Void_Int32_SteamColliders_SteamCollider_Int32_0,100671612,nbMainProcess
OnNbCommSelectCollider_Private_Static_Void_Int32_SteamColliders_SteamCollider_Int32_0,100671613,nbMainProcess
InitNbMouseCallBack_Private_Static_Void_0,100671614,nbMainProcess
RemoveNbMouseCallBack_Private_Static_Void_0,100671615,nbMainProcess
NbAddColliders_Private_Static_Void_0,100671616,nbMainProcess
nbMainProcessSetUp_Private_Static_Boolean_0,100671617,nbMainProcess
GetTargetMark2DCollChild_Public_Static_GameObject_Int32_0,100671618,nbMainProcess
GetTargetMark2DColl_Public_Static_GameObject_0,100671619,nbMainProcess
GetTargetMark2D_Public_Static_GameObject_Int32_0,100671620,nbMainProcess
TargetMark2DAnim_Public_Static_Void_Int32_0,100671621,nbMainProcess
GetHitNum_Public_Static_GameObject_Int32_Int32_0,100671622,nbMainProcess
GetBattleUI_Public_Static_GameObject_Int32_0,100671623,nbMainProcess
nbMainProcessClear_Public_Static_Void_0,100671624,nbMainProcess
BattleUIRead_Public_Static_Void_0,100671625,nbMainProcess
BattleUIPreRead_Public_Static_Void_0,100671626,nbMainProcess
BattleUIDelete_Public_Static_Void_0,100671627,nbMainProcess
_ctor_Public_Void_0,100671629,nbMainProcess
nbAddSkillEffectKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_byref_effBTLCutHandle_t_0,100671639,nbMakePacket
nbAddSkillEffectKoukaPacket3_Public_Static_nbKoukaPacket_t_Int32_Int32_Il2CppStructArray_1_Byte_Int32_byref_nbFormation_t_0,100671640,nbMakePacket
nbAddSkillEffectKoukaPacket2_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_byref_effBTL_t_Int32_byref_nbFormation_t_Int32_0,100671641,nbMakePacket
nbAddSkillEffectKoukaPacket1_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_byref_effBTLCutHandle_t_0,100671642,nbMakePacket
nbAddHatudoEffectEndPacket_Public_Static_Void_Int32_Int32_0,100671643,nbMakePacket
nbAddHatudoEffectKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_byref_nbFormation_t_Int32_Int32_Int32_0,100671644,nbMakePacket
nbAddTargetMoveKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Vector4_Single_0,100671645,nbMakePacket
nbAddHomeMoveKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Single_0,100671646,nbMakePacket
nbAddRotKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Vector4_Int32_0,100671647,nbMakePacket
nbAddUnitColKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_UInt32_Int32_0,100671648,nbMakePacket
nbAddUnitHomeColKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671649,nbMakePacket
nbAddUnitAKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_UInt32_Int32_0,100671650,nbMakePacket
nbAddUnitHomeAKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671651,nbMakePacket
nbAddSakeKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671652,nbMakePacket
nbAddMotionStopClearPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671653,nbMakePacket
nbAddMotionKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671654,nbMakePacket
nbAddSkillMotionKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_Int32_Single_0,100671655,nbMakePacket
nbAddDmgMotKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Single_Int32_0,100671656,nbMakePacket
nbAddEasyDmgMotKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Single_0,100671657,nbMakePacket
nbAddBadDmgMotKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Single_Int32_0,100671658,nbMakePacket
nbAddBadMotKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671659,nbMakePacket
nbAddReturnKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbParty_t_Int32_0,100671660,nbMakePacket
nbAddSummonKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_Int32_0,100671661,nbMakePacket
nbAddSkillColorOffPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_0,100671662,nbMakePacket
nbAddHitEffKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671663,nbMakePacket
nbAddBadEffKaifukuPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671664,nbMakePacket
nbAddBadEffKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_UInt32_0,100671665,nbMakePacket
nbAddNumEffKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_byref_nbFormation_t_Int32_Int32_Int32_0,100671666,nbMakePacket
nbAddMojiEffKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_byref_nbFormation_t_Int32_0,100671667,nbMakePacket
nbAddHpMpKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_Int32_0,100671668,nbMakePacket
nbAddPressPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Single_0,100671669,nbMakePacket
nbAddNewPressPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_0,100671670,nbMakePacket
nbAddBadStatKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_UInt32_Int32_0,100671671,nbMakePacket
nbAddBadMotKaifukuPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671672,nbMakePacket
nbAddDeadPcmPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671673,nbMakePacket
nbAddSePacket_Public_Static_nbKoukaPacket_t_Int32_Int32_UInt32_0,100671674,nbMakePacket
nbAddSePacket2_Public_Static_nbKoukaPacket_t_Int32_Int32_UInt32_0,100671675,nbMakePacket
nbAddHitStopPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_0,100671676,nbMakePacket
nbAddAnalyzePacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671677,nbMakePacket
nbAddJyokyoHelpPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_Int32_0,100671678,nbMakePacket
nbAddSkillNamePacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_0,100671679,nbMakePacket
nbAddFormOnOffPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671680,nbMakePacket
nbAddFormFlagOnOffPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_UInt32_0,100671681,nbMakePacket
nbAddFlyKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671682,nbMakePacket
nbAddOngBunshin2Packet_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_byref_nbFormation_t_byref_nbFormation_t_byref_nbFormation_t_0,100671683,nbMakePacket
nbAddOngOutPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671684,nbMakePacket
nbAddOngOut2Packet_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671685,nbMakePacket
nbAddDeadEventKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671686,nbMakePacket
nbAddFadeOutKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_0,100671687,nbMakePacket
nbAddFadeInKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_0,100671688,nbMakePacket
nbAddHojoKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_UInt32_Int32_0,100671689,nbMakePacket
nbAddFlareChargePacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_0,100671690,nbMakePacket
nbAddPadShockPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_Int32_0,100671691,nbMakePacket
nbAddPanelStockFadeOutPacket_Public_Static_Void_Int32_Int32_0,100671692,nbMakePacket
nbAddPanelStockEndPacket_Public_Static_Void_Int32_Int32_0,100671693,nbMakePacket
nbMakeSummonPacket_Public_Static_Int32_Int32_Int32_Int32_Int32_Int32_0,100671694,nbMakePacket
nbMakeReturnPacket_Public_Static_Int32_Int32_Int32_byref_nbParty_t_0,100671695,nbMakePacket
nbMakeUnitFadeInPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_UInt32_Int32_Int32_Int32_0,100671696,nbMakePacket
nbMakeUnitFadeOutPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_UInt32_Int32_Int32_Int32_0,100671697,nbMakePacket
nbMakeDeadVisualPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_Int32_Int32_0,100671698,nbMakePacket
