class,token,method,short,ptr_name
NbNegoFlowInoti,100671899,Flow15_11,Flow15_11_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_11_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671900,Flow15_12,Flow15_12_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_12_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671901,Flow15_13,Flow15_13_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_13_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671902,Flow15_14,Flow15_14_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_14_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671903,Flow15_17,Flow15_17_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_17_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671904,Flow15_18,Flow15_18_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_18_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671905,Flow15_19,Flow15_19_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_19_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671906,Flow15_20,Flow15_20_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_20_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671907,Flow15_22,Flow15_22_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_22_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671908,Flow15_23,Flow15_23_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow15_23_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671909,nbNegoFlowInoti,nbNegoFlowInoti_Public_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbNegoFlowInoti_Public_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671911,_ctor,_ctor_Public_Void_Object_IntPtr_0,NativeMethodInfoPtr__ctor_Public_Void_Object_IntPtr_0
NbNegoFlowInoti,100671912,Invoke,Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowInoti,100671913,BeginInvoke,BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0,NativeMethodInfoPtr_BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0
NbNegoFlowInoti,100671914,EndInvoke,EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0,NativeMethodInfoPtr_EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0
NbNegoFlowKoketa,100671915,GET_NEGO_PROCID,GET_NEGO_PROCID_Private_Static_Int32_UInt32_0,NativeMethodInfoPtr_GET_NEGO_PROCID_Private_Static_Int32_UInt32_0
NbNegoFlowKoketa,100671916,MAKE_NEGOID,MAKE_NEGOID_Private_Static_UInt32_Int32_Int32_0,NativeMethodInfoPtr_MAKE_NEGOID_Private_Static_UInt32_Int32_Int32_0
NbNegoFlowKoketa,100671917,Flow16_1,Flow16_1_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow16_1_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowKoketa,100671918,Flow16_2,Flow16_2_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow16_2_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowKoketa,100671919,Flow16_3,Flow16_3_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow16_3_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowKoketa,100671920,nbNegoFlowKoketa,nbNegoFlowKoketa_Public_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbNegoFlowKoketa_Public_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowKoketa,100671922,_ctor,_ctor_Public_Void_Object_IntPtr_0,NativeMethodInfoPtr__ctor_Public_Void_Object_IntPtr_0
NbNegoFlowKoketa,100671923,Invoke,Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowKoketa,100671924,BeginInvoke,BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0,NativeMethodInfoPtr_BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0
NbNegoFlowKoketa,100671925,EndInvoke,EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0,NativeMethodInfoPtr_EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0
NbNegoFlowMukan,100671926,GET_NEGO_PROCID,GET_NEGO_PROCID_Private_Static_Int32_UInt32_0,NativeMethodInfoPtr_GET_NEGO_PROCID_Private_Static_Int32_UInt32_0
NbNegoFlowMukan,100671927,MAKE_NEGOID,MAKE_NEGOID_Private_Static_UInt32_Int32_Int32_0,NativeMethodInfoPtr_MAKE_NEGOID_Private_Static_UInt32_Int32_Int32_0
NbNegoFlowMukan,100671928,Flow12_1,Flow12_1_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_1_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671929,Flow12_2,Flow12_2_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_2_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671930,Flow12_3,Flow12_3_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_3_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671931,Flow12_4,Flow12_4_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_4_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671932,Flow12_24,Flow12_24_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_24_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671933,Flow12_25,Flow12_25_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_25_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671934,Flow12_16,Flow12_16_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_16_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671935,Flow12_17,Flow12_17_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_17_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671936,Flow12_18,Flow12_18_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_18_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671937,Flow12_19,Flow12_19_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_19_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671938,Flow12_20,Flow12_20_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_20_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671939,Flow12_21,Flow12_21_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_21_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671940,Flow12_22,Flow12_22_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_22_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671941,Flow12_23,Flow12_23_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_23_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671942,Flow12_26,Flow12_26_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_26_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671943,Flow12_27,Flow12_27_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_27_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671944,Flow12_28,Flow12_28_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_28_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671945,Flow12_29,Flow12_29_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_29_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671946,Flow12_30,Flow12_30_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_30_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671947,Flow12_31,Flow12_31_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_31_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671948,Flow12_35,Flow12_35_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_35_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671949,Flow12_36,Flow12_36_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_36_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671950,Flow12_37,Flow12_37_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_37_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671951,Flow12_38,Flow12_38_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_38_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671952,Flow12_39,Flow12_39_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_39_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671953,Flow12_40,Flow12_40_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_40_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671954,Flow12_41,Flow12_41_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_41_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671955,Flow12_42,Flow12_42_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_42_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671956,Flow12_43,Flow12_43_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_43_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671957,Flow12_44,Flow12_44_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_44_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671958,Flow12_45,Flow12_45_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_45_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671959,Flow12_46,Flow12_46_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_46_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671960,Flow12_47,Flow12_47_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_47_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671961,Flow12_48,Flow12_48_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_48_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671962,Flow12_49,Flow12_49_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow12_49_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671963,nbNegoFlowMukan,nbNegoFlowMukan_Public_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbNegoFlowMukan_Public_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671965,_ctor,_ctor_Public_Void_Object_IntPtr_0,NativeMethodInfoPtr__ctor_Public_Void_Object_IntPtr_0
NbNegoFlowMukan,100671966,Invoke,Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowMukan,100671967,BeginInvoke,BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0,NativeMethodInfoPtr_BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0
NbNegoFlowMukan,100671968,EndInvoke,EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0,NativeMethodInfoPtr_EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0
NbNegoFlowNg,100671969,GET_NEGO_PROCID,GET_NEGO_PROCID_Private_Static_Int32_UInt32_0,NativeMethodInfoPtr_GET_NEGO_PROCID_Private_Static_Int32_UInt32_0
NbNegoFlowNg,100671970,MAKE_NEGOID,MAKE_NEGOID_Private_Static_UInt32_Int32_Int32_0,NativeMethodInfoPtr_MAKE_NEGOID_Private_Static_UInt32_Int32_Int32_0
NbNegoFlowNg,100671971,CheckSkillShinoKeiyaku,CheckSkillShinoKeiyaku_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_CheckSkillShinoKeiyaku_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671972,Flow10_1,Flow10_1_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_1_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671973,Flow10_2,Flow10_2_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_2_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671974,Flow10_3,Flow10_3_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_3_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671975,Flow10_4,Flow10_4_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_4_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671976,Flow10_5,Flow10_5_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_5_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671977,Flow10_6,Flow10_6_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_6_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671978,Flow10_7,Flow10_7_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_7_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671979,Flow10_8,Flow10_8_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_8_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671980,Flow10_9,Flow10_9_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_9_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671981,Flow10_33,Flow10_33_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_33_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671982,Flow10_10,Flow10_10_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_10_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671983,Flow10_11,Flow10_11_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_11_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671984,Flow10_12,Flow10_12_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_12_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671985,Flow10_13,Flow10_13_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_13_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671986,Flow10_15,Flow10_15_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_15_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671987,Flow10_16,Flow10_16_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_16_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671988,Flow10_17,Flow10_17_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_17_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671989,Flow10_18,Flow10_18_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_18_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671990,Flow10_19,Flow10_19_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_19_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671991,Flow10_20,Flow10_20_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_20_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671992,Flow10_21,Flow10_21_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_21_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671993,Flow10_22,Flow10_22_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_22_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671994,Flow10_23,Flow10_23_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_23_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671995,Flow10_24,Flow10_24_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_24_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671996,Flow10_25,Flow10_25_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_25_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671997,Flow10_26,Flow10_26_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_26_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671998,Flow10_27,Flow10_27_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_27_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100671999,Flow10_28,Flow10_28_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_28_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100672000,Flow10_29,Flow10_29_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_29_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100672001,Flow10_30,Flow10_30_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_30_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100672002,Flow10_31,Flow10_31_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_31_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100672003,Flow10_32,Flow10_32_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow10_32_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100672004,nbNegoFlowNg,nbNegoFlowNg_Public_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbNegoFlowNg_Public_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100672006,_ctor,_ctor_Public_Void_Object_IntPtr_0,NativeMethodInfoPtr__ctor_Public_Void_Object_IntPtr_0
NbNegoFlowNg,100672007,Invoke,Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowNg,100672008,BeginInvoke,BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0,NativeMethodInfoPtr_BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0
NbNegoFlowNg,100672009,EndInvoke,EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0,NativeMethodInfoPtr_EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0
NbNegoFlowOk,100672010,GET_NEGO_PROCID,GET_NEGO_PROCID_Private_Static_Int32_UInt32_0,NativeMethodInfoPtr_GET_NEGO_PROCID_Private_Static_Int32_UInt32_0
NbNegoFlowOk,100672011,MAKE_NEGOID,MAKE_NEGOID_Private_Static_UInt32_Int32_Int32_0,NativeMethodInfoPtr_MAKE_NEGOID_Private_Static_UInt32_Int32_Int32_0
NbNegoFlowOk,100672012,Flow9_1,Flow9_1_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_1_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672013,Flow9_2,Flow9_2_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_2_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672014,Flow9_3,Flow9_3_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_3_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672015,Flow9_4,Flow9_4_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_4_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672016,Flow9_5,Flow9_5_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_5_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672017,Flow9_6,Flow9_6_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_6_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672018,Flow9_7,Flow9_7_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_7_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672019,Flow9_9,Flow9_9_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_9_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672020,Flow9_10,Flow9_10_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_10_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672021,Flow9_11,Flow9_11_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_11_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672022,Flow9_13,Flow9_13_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_13_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672023,Flow9_14,Flow9_14_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_14_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672024,Flow9_15,Flow9_15_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_15_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672025,Flow9_16,Flow9_16_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_16_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672026,Flow9_17,Flow9_17_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_17_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672027,Flow9_18,Flow9_18_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_18_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672028,Flow9_19,Flow9_19_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_19_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672029,Flow9_20,Flow9_20_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_20_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672030,Flow9_21,Flow9_21_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_21_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672031,Flow9_22,Flow9_22_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Flow9_22_Private_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672032,nbNegoFlowOk,nbNegoFlowOk_Public_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbNegoFlowOk_Public_Static_Int32_byref_nbNegoProcessData_t_0
NbNegoFlowOk,100672034,_ctor,_ctor_Public_Void_Object_IntPtr_0,NativeMethodInfoPtr__ctor_Public_Void_Object_IntPtr_0
NbNegoFlowOk,100672035,Invoke,Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0
