file,token,token_dec,method,signature
Il2Cpp/fclCombineDraw.cs,0x06002004,100671492,cmbDrawZensyoMenu,public unsafe static void cmbDrawZensyoMenu(int Mode)
Il2Cpp/fclCombineDraw.cs,0x06002005,100671493,cmbDrawTalkMenu,public unsafe static void cmbDrawTalkMenu(int Mode)
Il2Cpp/fclCombineDraw.cs,0x06002006,100671494,cmbDrawSeqMessage,public unsafe static void cmbDrawSeqMessage()
Il2Cpp/fclCombineDraw.cs,0x06002007,100671495,cmbDrawSequence,public unsafe static Il2CppSystem.Object cmbDrawSequence(dds3ProcessID_t PID)
Il2Cpp/fclCombineDraw.cs,0x06002008,100671496,UpdateDevilList,public unsafe static void UpdateDevilList(int mode)
Il2Cpp/fclCombineDraw.cs,0x06002009,100671497,fclCombineDraw,public fclCombineDraw(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineInit.cs,0x06002021,100671521,fclCombineDisableTalkIkenie,public unsafe static void fclCombineDisableTalkIkenie()
Il2Cpp/fclCombineInit.cs,0x06002022,100671522,fclCombineDisableTalkMagatama,public unsafe static void fclCombineDisableTalkMagatama()
Il2Cpp/fclCombineInit.cs,0x06002023,100671523,fclCombineDisableCmdZensyo,public unsafe static void fclCombineDisableCmdZensyo()
Il2Cpp/fclCombineInit.cs,0x06002024,100671524,fclCombineDisableTalkZensyo,public unsafe static void fclCombineDisableTalkZensyo()
Il2Cpp/fclCombineInit.cs,0x06002025,100671525,fclCombineChkEventStat,public unsafe static sbyte fclCombineChkEventStat()
Il2Cpp/fclCombineInit.cs,0x06002026,100671526,fclCombineEventStart,public unsafe static void fclCombineEventStart(sbyte Signal)
Il2Cpp/fclCombineInit.cs,0x06002027,100671527,fclCombineEventEnd,public unsafe static void fclCombineEventEnd()
Il2Cpp/fclCombineInit.cs,0x06002028,100671528,fclCombineTexLoad,public unsafe static void fclCombineTexLoad()
Il2Cpp/fclCombineInit.cs,0x06002029,100671529,fclCombineTexFree,public unsafe static void fclCombineTexFree()
Il2Cpp/fclCombineInit.cs,0x0600202A,100671530,cmbInitEffParam,public unsafe static void cmbInitEffParam()
Il2Cpp/fclCombineInit.cs,0x0600202B,100671531,cmbChkGeneralStat,public unsafe static int cmbChkGeneralStat()
Il2Cpp/fclCombineInit.cs,0x0600202C,100671532,fclCombineTokusyuBGM,public unsafe static int fclCombineTokusyuBGM()
Il2Cpp/fclCombineInit.cs,0x0600202D,100671533,fclCombineBGM,public unsafe static void fclCombineBGM(sbyte Mode)
Il2Cpp/fclCombineInit.cs,0x0600202E,100671534,fclCombineInitPanelMover,public unsafe static void fclCombineInitPanelMover(cmbGlobalWork_t pData)
Il2Cpp/fclCombineInit.cs,0x0600202F,100671535,fclCombineInitialize,public unsafe static void fclCombineInitialize()
Il2Cpp/fclCombineInit.cs,0x06002030,100671536,fclUpdateInit,public unsafe static void fclUpdateInit()
Il2Cpp/fclCombineInit.cs,0x06002031,100671537,OnInstitutionCallback,"public unsafe static void OnInstitutionCallback(int type, SteamColliders mine, SteamCollider collider, int index)"
Il2Cpp/fclCombineInit.cs,0x06002032,100671538,OnCombMenuCallback,"public unsafe static void OnCombMenuCallback(int type, SteamColliders mine, SteamCollider collider, int index)"
Il2Cpp/fclCombineInit.cs,0x06002033,100671539,OnDlistSumCallback,"public unsafe static void OnDlistSumCallback(int type, SteamColliders mine, SteamCollider collider, int index)"
Il2Cpp/fclCombineInit.cs,0x06002034,100671540,OnDlistSumBarCallback,"public unsafe static void OnDlistSumBarCallback(int type, SteamColliders mine, SteamCollider collider, int index)"
Il2Cpp/fclCombineInit.cs,0x06002035,100671541,OnDlistRecCallback,"public unsafe static void OnDlistRecCallback(int type, SteamColliders mine, SteamCollider collider, int index)"
Il2Cpp/fclCombineInit.cs,0x06002036,100671542,fclCombineDestroy,public unsafe static Il2CppSystem.Object fclCombineDestroy(dds3ProcessID_t PID)
Il2Cpp/fclCombineInit.cs,0x06002037,100671543,_fclCombineCalc,public unsafe static dds3ProcessFunc_t _fclCombineCalc(dds3ProcessID_t PID)
Il2Cpp/fclCombineInit.cs,0x06002038,100671544,_fclCombineDraw,public unsafe static Il2CppSystem.Object _fclCombineDraw(dds3ProcessID_t PID)
Il2Cpp/fclCombineInit.cs,0x06002039,100671545,_fclCombineUpdate,public unsafe static Il2CppSystem.Object _fclCombineUpdate(dds3ProcessID_t PID)
Il2Cpp/fclCombineInit.cs,0x0600203A,100671546,fclCombineProcessStart,public unsafe static void fclCombineProcessStart()
Il2Cpp/fclCombineInit.cs,0x0600203B,100671547,fclCombineProcessEnd,public unsafe static int fclCombineProcessEnd()
Il2Cpp/fclCombineInit.cs,0x0600203C,100671548,fclChkCombineProcess,public unsafe static sbyte fclChkCombineProcess()
Il2Cpp/fclCombineInit.cs,0x0600203D,100671549,CollidersEnabled,"public unsafe static void CollidersEnabled(int mode, bool chk = false)"
Il2Cpp/fclCombineInit.cs,0x0600203E,100671550,GetCurrentCursorInfo,public unsafe static cmpCursorInfo_t GetCurrentCursorInfo()
Il2Cpp/fclCombineInit.cs,0x0600203F,100671551,fclCombineInit,public fclCombineInit(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineUpdate.cs,0x06002055,100671573,UpdateCursor1st,"public unsafe static void UpdateCursor1st(int ocsr, int ncsr)"
Il2Cpp/fclCombineUpdate.cs,0x06002056,100671574,cmbExit,public unsafe static void cmbExit()
Il2Cpp/fclCombineUpdate.cs,0x06002057,100671575,cmbUpdateRoot,public unsafe static void cmbUpdateRoot()
Il2Cpp/fclCombineUpdate.cs,0x06002058,100671576,cmbChkNoDeleteFlag,public unsafe static int cmbChkNoDeleteFlag(int Index)
Il2Cpp/fclCombineUpdate.cs,0x06002059,100671577,cmbUpdateDevSel1st,public unsafe static void cmbUpdateDevSel1st()
Il2Cpp/fclCombineUpdate.cs,0x0600205A,100671578,cmbUpdateDevSel2nd,public unsafe static void cmbUpdateDevSel2nd()
Il2Cpp/fclCombineUpdate.cs,0x0600205B,100671579,cmbUpdateStatus,public unsafe static void cmbUpdateStatus()
Il2Cpp/fclCombineUpdate.cs,0x0600205C,100671580,cmbSetActiveRibbon,public unsafe static void cmbSetActiveRibbon()
Il2Cpp/fclCombineUpdate.cs,0x0600205D,100671581,cmbChkIkenieEnable,public unsafe static int cmbChkIkenieEnable()
Il2Cpp/fclCombineUpdate.cs,0x0600205E,100671582,cmbUpdateBirthDevil,public unsafe static void cmbUpdateBirthDevil()
Il2Cpp/fclCombineUpdate.cs,0x0600205F,100671583,SkillSelWakuClr,public unsafe static void SkillSelWakuClr()
Il2Cpp/fclCombineUpdate.cs,0x06002060,100671584,CalcHpMp,public unsafe static void CalcHpMp(ref datUnitWork_t tmp_BirthDevil)
Il2Cpp/fclCombineUpdate.cs,0x06002061,100671585,cmbUpdateBirthDevilSelectSkillInit,public unsafe static void cmbUpdateBirthDevilSelectSkillInit()
Il2Cpp/fclCombineUpdate.cs,0x06002062,100671586,OnSkillSelectCallback,"public unsafe static void OnSkillSelectCallback(int type, SteamColliders mine, SteamCollider collider, int index)"
Il2Cpp/fclCombineUpdate.cs,0x06002063,100671587,OnSSkillCallback,"public unsafe static void OnSSkillCallback(int type, SteamColliders mine, SteamCollider collider, int index)"
Il2Cpp/fclCombineUpdate.cs,0x06002064,100671588,cmbUpdateBirthDevilSelectSkillReturn,public unsafe static void cmbUpdateBirthDevilSelectSkillReturn()
Il2Cpp/fclCombineUpdate.cs,0x06002065,100671589,cmbUpdateBirthDevilSelectSkill,public unsafe static void cmbUpdateBirthDevilSelectSkill()
Il2Cpp/fclCombineUpdate.cs,0x06002066,100671590,ChkSkill,public unsafe static bool ChkSkill(int skillid)
Il2Cpp/fclCombineUpdate.cs,0x06002067,100671591,cmbUpdateBirthDevilConfSkill,public unsafe static void cmbUpdateBirthDevilConfSkill()
Il2Cpp/fclCombineUpdate.cs,0x06002068,100671592,cmbUpdateBirthDevilMouse,public unsafe static uint cmbUpdateBirthDevilMouse(int move)
Il2Cpp/fclCombineUpdate.cs,0x06002069,100671593,cmbSetAction,public unsafe static void cmbSetAction()
Il2Cpp/fclCombineUpdate.cs,0x0600206A,100671594,cmbUpdateDecideDevil,public unsafe static sbyte cmbUpdateDecideDevil()
Il2Cpp/fclCombineUpdate.cs,0x0600206B,100671595,cmbUpdateSacConfirm,public unsafe static sbyte cmbUpdateSacConfirm()
Il2Cpp/fclCombineUpdate.cs,0x0600206C,100671596,cmbUpdateDevSelSac,public unsafe static void cmbUpdateDevSelSac()
Il2Cpp/fclCombineUpdate.cs,0x0600206D,100671597,cmbUpdateError,public unsafe static void cmbUpdateError()
Il2Cpp/fclCombineUpdate.cs,0x0600206E,100671598,cmbUpdateSeqTalk,public unsafe static void cmbUpdateSeqTalk()
Il2Cpp/fclCombineUpdate.cs,0x0600206F,100671599,cmbUpdateSeqMsg,public unsafe static void cmbUpdateSeqMsg()
Il2Cpp/fclCombineUpdate.cs,0x06002070,100671600,cmbDestroyActModel,public unsafe static void cmbDestroyActModel()
Il2Cpp/fclCombineUpdate.cs,0x06002071,100671601,cmbDestroyActEffect,public unsafe static void cmbDestroyActEffect()
Il2Cpp/fclCombineUpdate.cs,0x06002072,100671602,cmbUpdateIntroduce,public unsafe static void cmbUpdateIntroduce()
Il2Cpp/fclCombineUpdate.cs,0x06002073,100671603,cmbCallEncyc,public unsafe static void cmbCallEncyc(int Mode)
Il2Cpp/fclCombineUpdate.cs,0x06002074,100671604,cmbUpdateZensyo,public unsafe static void cmbUpdateZensyo()
Il2Cpp/fclCombineUpdate.cs,0x06002075,100671605,cmbUpdateDebugActCombine,public unsafe static sbyte cmbUpdateDebugActCombine()
Il2Cpp/fclCombineUpdate.cs,0x06002076,100671606,cmbUpdatePanelMover,public unsafe static void cmbUpdatePanelMover()
Il2Cpp/fclCombineUpdate.cs,0x06002077,100671607,cmbUpdateModelLoad,public unsafe static void cmbUpdateModelLoad()
Il2Cpp/fclCombineUpdate.cs,0x06002078,100671608,cmbUpdateSequence,public unsafe static Il2CppSystem.Object cmbUpdateSequence(dds3ProcessID_t PID)
Il2Cpp/fclCombineUpdate.cs,0x06002079,100671609,DevilStatusMode,"public unsafe static void DevilStatusMode(bool sw, bool gc = true)"
Il2Cpp/fclCombineUpdate.cs,0x0600207A,100671610,OyajiOff,public unsafe static void OyajiOff()
Il2Cpp/fclCombineUpdate.cs,0x0600207B,100671611,IsZensyoMode,public unsafe static bool IsZensyoMode()
Il2Cpp/fclCombineUpdate.cs,0x0600207C,100671612,UnlockTrophy,public unsafe static void UnlockTrophy()
Il2Cpp/fclCombineUpdate.cs,0x0600207D,100671613,fclCombineUpdate,public fclCombineUpdate(System.IntPtr pointer) : base(pointer)
